gene_id	476822_S10
ER3413_712	6285
ER3413_713	4880
ER3413_714	0
ER3413_715	53
ER3413_716	33137.23
ER3413_718	2222
ER3413_72	1812
ER3413_721	6951.85
ER3413_722	823
ER3413_723	3701
ER3413_724	3970
ER3413_725	2074
ER3413_726	1844
ER3413_727	2268
ER3413_728	1706
ER3413_729	2633
ER3413_730	1572
ER3413_731	2095
ER3413_732	1334
ER3413_733	7644
ER3413_734	967
ER3413_735	3692
ER3413_736	515
ER3413_737	364
ER3413_738	4311
ER3413_739	1014
ER3413_74	7515
ER3413_740	7024
ER3413_741	3288
ER3413_742	2341
ER3413_743	1542
ER3413_744	1129
ER3413_745	5153
ER3413_746	6033
ER3413_748	3595
ER3413_749	2049
ER3413_75	1031
ER3413_750	6
ER3413_751	198
ER3413_752	317
ER3413_753	1389
ER3413_754	417
ER3413_755	1891
ER3413_756	2341
ER3413_757	508
ER3413_758	1466
ER3413_759	3.5
ER3413_76	1979
ER3413_760	8.8
ER3413_761	3.5
ER3413_762	8.8
ER3413_763	3.5
ER3413_764	3.5
ER3413_765	3.5
ER3413_766	2022
ER3413_767	1860
ER3413_768	1980
ER3413_769	818
ER3413_770	1550
ER3413_771	1359
ER3413_773	2157
ER3413_774	1773
ER3413_775	1462
ER3413_776	2746
ER3413_777	2967
ER3413_778	1351
ER3413_779	9
ER3413_78	629
ER3413_780	1608
ER3413_781	2316
ER3413_782	1794
ER3413_783	1313
ER3413_784	2043
ER3413_785	2188
ER3413_787	1522
ER3413_788	2900
ER3413_789	4883
ER3413_79	2251
ER3413_790	2228
ER3413_791	428
ER3413_792	3759
ER3413_793	2177
ER3413_794	3106
ER3413_795	1265
ER3413_796	807
ER3413_797	4987
ER3413_798	1493
ER3413_799	2055
ER3413_8	1789
ER3413_80	584
ER3413_800	934
ER3413_801	509
ER3413_802	79
ER3413_803	561
ER3413_804	1125
ER3413_805	1603
ER3413_806	2324
ER3413_807	2232
ER3413_808	1762
ER3413_809	2634
ER3413_81	4132
ER3413_810	766
ER3413_811	2483
ER3413_812	4703
ER3413_813	2473
ER3413_814	1141
ER3413_815	4202
ER3413_816	669
ER3413_817	5133
ER3413_818	2059
ER3413_819	3541
ER3413_82	3579
ER3413_820	233
ER3413_821	575
ER3413_822	781
ER3413_823	5107
ER3413_824	197
ER3413_825	5116
ER3413_826	1705
ER3413_827	1061
ER3413_828	879
ER3413_829	1485
ER3413_83	3989
ER3413_830	563
ER3413_831	2406
ER3413_832	655
ER3413_833	3233
ER3413_834	8
ER3413_835	859
ER3413_836	2745
ER3413_837	2213
ER3413_838	3910
ER3413_839	2171
ER3413_84	2713
ER3413_840	917
ER3413_841	5052
ER3413_842	1997
ER3413_843	875
ER3413_844	1343
ER3413_845	4909
ER3413_846	1755
ER3413_847	4954
ER3413_848	3305
ER3413_849	2688
ER3413_85	2953
ER3413_850	1924
ER3413_851	4202
ER3413_852	3453
ER3413_853	2342
ER3413_854	281
ER3413_855	1133
ER3413_856	3356
ER3413_857	2812
ER3413_858	1355
ER3413_859	1309
ER3413_86	3453
ER3413_860	2863
ER3413_861	183
ER3413_862	1858
ER3413_863	3869
ER3413_864	886
ER3413_865	4073
ER3413_866	482
ER3413_867	73
ER3413_868	249
ER3413_869	1096
ER3413_87	2851
ER3413_870	2860
ER3413_871	603
ER3413_873	2514
ER3413_874	2570
ER3413_875	1858
ER3413_876	2358
ER3413_877	618
ER3413_878	2283
ER3413_879	1617
ER3413_88	4819
ER3413_880	1155
ER3413_881	1785
ER3413_882	1218
ER3413_883	1281
ER3413_884	781
ER3413_885	315
ER3413_886	2028
ER3413_887	2282
ER3413_888	2732
ER3413_889	1931
ER3413_89	1856
ER3413_890	4162
ER3413_891	1526
ER3413_892	3664
ER3413_893	1827
ER3413_894	1595
ER3413_895	1480
ER3413_896	3582
ER3413_897	2260
ER3413_898	5404
ER3413_899	196
ER3413_9	1179
ER3413_90	1159
ER3413_900	237
ER3413_901	4712
ER3413_902	1
ER3413_903	193
ER3413_904	1229
ER3413_905	3787
ER3413_906	6449
ER3413_907	1306
ER3413_909	711
ER3413_91	2205
ER3413_910	9924
ER3413_911	856
ER3413_912	2905
ER3413_913	1865
ER3413_914	6098
ER3413_915	1204
ER3413_916	1511
ER3413_917	1105
ER3413_919	2489
ER3413_92	2228
ER3413_920	1517
ER3413_921	4173
ER3413_922	1792
ER3413_923	1463
ER3413_924	4508
ER3413_925	1929
ER3413_926	3084
ER3413_927	973
ER3413_928	1736
ER3413_929	2073
ER3413_93	965
ER3413_930	817
ER3413_931	869
ER3413_932	3032
ER3413_933	165
ER3413_934	5335
ER3413_935	2927
ER3413_936	2208
ER3413_937	2497
ER3413_938	61
ER3413_939	1085
ER3413_94	778
ER3413_940	1521
ER3413_941	1809
ER3413_942	1248
ER3413_943	1623
ER3413_944	853
ER3413_945	8799
ER3413_946	3723
ER3413_947	832
ER3413_948	1278
ER3413_949	1936
ER3413_95	6326
ER3413_950	2350
ER3413_952	2708
ER3413_953	2080
ER3413_955	4483
ER3413_956	2584
ER3413_957	1655
ER3413_958	4629
ER3413_959	1884
ER3413_96	558
ER3413_960	1101
ER3413_961	803
ER3413_962	1446
ER3413_963	6927
ER3413_964	2535
ER3413_965	701
ER3413_966	917
ER3413_967	1089
ER3413_968	1777
ER3413_969	2664
ER3413_97	172
ER3413_970	676
ER3413_971	4951
ER3413_972	3905
ER3413_973	2814
ER3413_974	2833
ER3413_975	596
ER3413_976	1375
ER3413_977	2967
ER3413_978	646
ER3413_979	1587
ER3413_98	1300
ER3413_980	1039
ER3413_981	3755
ER3413_982	1329
ER3413_983	685
ER3413_984	3964
ER3413_985	355
ER3413_986	1322
ER3413_988	828
ER3413_989	156
ER3413_99	977
ER3413_990	2404
ER3413_991	240
ER3413_992	434
ER3413_993	1470
ER3413_994	3
ER3413_995	6137
ER3413_996	5023
ER3413_997	1641
ER3413_998	2104
ER3413_999	318
